INSTNM,CONTROL,STABBR,age_entry,married,md_faminc,median_hh_inc,pct_white,md_earn_wne_p10,poverty_rate,unemp_rate,pct_born_us,better_off,LOCALE,MENONLY,WOMENONLY,DISTANCEONLY,UGDS,PCTPELL,UG25abv
Glen Oaks Community College,1,MI,25.7600002289,0.2399999946,24467.5,56016.09,92.2699966431,24900,7.8299999237,3.0599999428,96.0999984741,-432.5,42,0,0,0,709,0.4685,0.2596
Kettering University,2,MI,19.8400001526,0.0199999996,83977.0,70813.57,86.5899963379,74900,5.9200000763,3.2599999905,94.2399978638,9077.0,12,0,0,0,1640,0.2523,0.0416
Gogebic Community College,1,MI,24.4899997711,0.1700000018,31190.5,41537.2,94.5299987793,26700,8.8999996185,4.4499998093,98.0299987793,4490.5,41,0,0,0,948,0.5462,0.2948
Grace Bible College,2,MI,21.1100006104,0.1099999994,49384.0,62527.83,87.9400024414,NA,5.9200000763,3.1900000572,94.0999984741,NA,13,0,0,0,576,0.634,0.4145
Cornerstone University,2,MI,27.2600002289,0.2199999988,55078.0,63718.46,77.6500015259,35600,7.8099999428,3.75,94.9800033569,19478.0,12,0,0,0,2100,0.4352,0.3605
Everest Institute-Grand Rapids,3,MI,28.2199993134,0.25,17310.0,59140.1,77.0599975586,22900,8.1899995804,4.0500001907,94.9000015259,-5590.0,21,0,0,0,576,0.749,0.6128
Grand Rapids Community College,1,MI,24.3600006104,0.1299999952,28743.0,62852.11,82.2799987793,28200,7.0900001526,3.3499999046,93.1699981689,543.0,12,0,0,0,15635,0.4322,0.3318
Grand Valley State University,1,MI,20.7999992371,0.0500000007,72885.5,67198.25,88.1699981689,39100,5.5100002289,3.1500000954,95.0199966431,33785.5,21,0,0,0,21137,0.3632,0.0992
Great Lakes Christian College,2,MI,23.2999992371,0.1400000006,44638.0,62071.55,87.6299972534,29100,6.4499998093,3.25,96.1500015259,15538.0,21,0,0,0,194,0.7596,0.268
Henry Ford Community College,1,MI,25.2600002289,0.1599999964,21233.0,54248.21,57.4599990845,29200,14.1000003815,4.8499999046,87.5800018311,-7967.0,13,0,0,0,12421,0.5527,0.3776
Hope College,2,MI,19.4500007629,0.0099999998,91493.0,72371.25,89.8899993896,43300,4.5500001907,2.8900001049,93.9000015259,48193.0,13,0,0,0,3296,0.204,0.0153
ITT Technical Institute-Wyoming,3,MI,25.8099994659,0.150000006,26260.5,60302.87,80.1600036621,38400,8.6800003052,3.8299999237,94.1100006104,-12139.5,13,0,0,0,343,0.7178,0.7464
Jackson College,1,MI,26.3600006104,0.2599999905,27640.5,59829.6,89.6600036621,29100,6.2100000381,3.3800001144,97.5199966431,-1459.5,41,0,0,0,5180,0.5597,0.3695
Wright Beauty Academy,3,MI,27.2800006866,0.2300000042,10500.0,57849.37,86.2699966431,NA,7.3600001335,3.5299999714,95.8600006104,NA,13,0,0,0,84,0.3696,0.3095
Kalamazoo College,2,MI,19.2199993134,0.0,97614.0,74950.12,85.25,49400,5.4099998474,2.9400000572,92.0599975586,48214.0,13,0,0,0,1427,0.1856,0.0041
Kalamazoo Valley Community College,1,MI,25.0499992371,0.1599999964,21691.0,58190.07,84.8199996948,28700,7.6900000572,4.0700001717,95.75,-7009.0,22,0,0,0,9139,0.4655,0.3713
Kellogg Community College,1,MI,27.2099990845,0.25,26746.0,55749.75,87.4899978638,28800,6.9000000954,3.5099999905,97.0899963379,-2054.0,13,0,0,0,4986,0.2413,0.4805
Kirtland Community College,1,MI,26.6200008392,0.25,23783.5,44643.16,96.3799972534,25400,9.3400001526,4.4200000763,98.0500030518,-1616.5,43,0,0,0,1547,0.5827,0.441
Michigan College of Beauty-Monroe,3,MI,26.1499996185,0.1700000018,15066.0,64218.44,91.3000030518,NA,7.2100000381,2.8099999428,97.4100036621,NA,23,0,0,0,117,0.6392,0.2479
Lake Michigan College,1,MI,26.2800006866,0.2099999934,18108.0,50550.1,74.2600021362,24600,11.6800003052,4.1300001144,94.6200027466,-6492.0,41,0,0,0,3252,0.4591,0.3541
Lake Superior State University,1,MI,22.4400005341,0.1000000015,48687.0,53637.55,86.8899993896,35700,7.5500001907,4.5500001907,96.4499969482,12987.0,33,0,0,0,2299,0.4152,0.0655
Lansing Community College,1,MI,25.6200008392,0.1800000072,25131.0,61402.42,82.7099990845,29600,7.4899997711,3.3699998856,95.1299972534,-4469.0,12,0,0,0,13947,0.4395,0.3877
Lawrence Technological University,2,MI,22.1000003815,0.0900000036,63620.0,73119.88,80.1500015259,53700,6.4200000763,3.2899999619,91.9400024414,9920.0,13,0,0,0,3033,0.1847,0.15
M J Murphy Beauty College of Mount Pleasant,3,MI,25.3799991608,0.2099999934,15025.0,47913.24,94.5400009155,NA,8.5500001907,4.2300000191,97.9300003052,NA,32,0,0,0,82,0.4275,0.4146
Macomb Community College,1,MI,25.6700000763,0.1700000018,26117.5,68409.6,82.8600006104,30000,6.6599998474,3.5,91.1699981689,-3882.5,12,0,0,0,13619,0.2298,0.3189
Madonna University,2,MI,27.4300003052,0.1899999976,41119.5,72787.1,76.5400009155,36500,6.6399998665,3.3800001144,92.4199981689,4619.5,13,0,0,0,3080,0.3568,0.3851
Marygrove College,2,MI,28.6800003052,0.1800000072,20826.0,51580.09,28.1299991608,26800,16.2900009155,6.2600002289,94.1800003052,-5974.0,11,0,0,0,1041,0.7044,0.4409
Rochester College,2,MI,27.4899997711,0.2300000042,43866.0,72043.03,77.9400024414,34500,7.1599998474,3.6700000763,93.3199996948,9366.0,21,0,0,0,960,0.3883,0.3393
University of Michigan-Ann Arbor,1,MI,20.8799991608,0.0399999991,69630.0,77145.9,81.6399993896,57900,5.8899998665,3.0799999237,89.9100036621,11730.0,12,0,0,0,28077,0.157,0.0198
Michigan Barber School Inc,2,MI,27.0400009155,0.1000000015,4580.5,46084.56,22.2800006866,15400,19.0499992371,6.9099998474,94.8399963379,-10819.5,11,0,0,0,163,0.4826,0.6748
Michigan State University,1,MI,20.2000007629,0.0199999996,78152.0,72140.18,83.6100006104,49800,6.0999999046,3.1800000668,93.3000030518,28352.0,13,0,0,0,37622,0.2387,0.0358
Michigan Technological University,1,MI,19.9200000763,0.0199999996,76868.5,61737.2,92.2300033569,60100,5.9800000191,3.4500000477,96.2300033569,16768.5,33,0,0,0,5536,0.267,0.0486
University of Michigan-Dearborn,1,MI,23.4599990845,0.1400000006,38952.0,67620.59,76.2600021362,47400,8.7399997711,3.4900000095,87.7200012207,-8448.0,13,0,0,0,6793,0.4298,0.2471
University of Michigan-Flint,1,MI,25.0699996948,0.200000003,38562.0,64807.7,83.7300033569,40100,7.7600002289,3.8800001144,96.9400024414,-1538.0,12,0,0,0,6746,0.4522,0.3721
Mid Michigan Community College,1,MI,24.7399997711,0.1899999976,26471.0,47718.61,93.5199966431,27400,8.7700004578,4.3200001717,97.6500015259,-929.0,41,0,0,0,3098,0.516,0.2454
Monroe County Community College,1,MI,25.8600006104,0.2099999934,23854.5,68241.04,93.1299972534,26400,5.8499999046,2.5899999142,97.3099975586,-2545.5,41,0,0,0,2285,0.3736,0.3185
Montcalm Community College,1,MI,26.8799991608,0.2899999917,27406.0,54116.93,94.3399963379,27300,7.4499998093,3.3299999237,98.2600021362,106.0,42,0,0,0,1643,0.6778,0.3956
Mr Bela's School of Cosmetology Inc,3,MI,29.5499992371,0.3000000119,14709.0,64211.3,66.5500030518,11900,9.9899997711,4.0799999237,87.8199996948,2809.0,12,0,0,0,117,0.8089,0.4957
Baker College of Muskegon,2,MI,27.6900005341,0.2399999946,26420.0,59405.88,79.9199981689,26500,8.779999733,4.0399999619,95.5100021362,-80.0,13,0,0,0,3988,0.6742,0.4612
Muskegon Community College,1,MI,24.6000003815,0.1899999976,26932.0,54088.77,82.8199996948,25800,8.7299995422,3.5,97.1600036621,1132.0,13,0,0,0,3798,0.4326,0.3136
Everest College-Skokie,3,IL,26.6100006104,0.2099999934,21074.0,68429.64,65.3799972534,23000,8.1300001144,4.1799998283,76.0999984741,-1926.0,13,0,0,0,459,0.656,0.4139
Everest Institute-Southfield,3,MI,27.3400001526,0.1899999976,12451.0,55313.57,46.5499992371,21200,14.0100002289,5.1999998093,91.1299972534,-8749.0,13,0,0,0,1003,0.8088,0.6181
North Central Michigan College,1,MI,25.8600006104,0.1899999976,23542.0,52008.94,94.5899963379,25100,6.5399999619,5.4000000954,97.9599990845,-1558.0,41,0,0,0,2466,0.6025,0.3975
Northern Michigan University,1,MI,21.3400001526,0.0599999987,57707.0,57050.02,91.25,34800,6.3800001144,3.7699999809,96.2699966431,22907.0,33,0,0,0,7959,0.3848,0.1619
Paul Mitchell the School-Escanaba,3,MI,24.0,0.2199999988,13174.0,46729.95,94.8199996948,NA,8.1999998093,4.5100002289,98.5,NA,33,0,0,0,41,0.6667,0.3902
Northwestern Michigan College,1,MI,24.7600002289,0.1700000018,31693.0,56998.2,95.2799987793,28200,5.1900000572,3.5199999809,97.3399963379,3493.0,33,0,0,0,4241,0.4131,0.3597
Northwood University-Michigan,2,MI,25.4599990845,0.1899999976,49456.0,64809.96,76.6999969482,44600,7.9499998093,3.5599999428,91.2600021362,4856.0,13,0,0,0,2920,0.3353,0.4399
Oakland Community College,1,MI,26.5499992371,0.1599999964,21283.0,70734.55,65.9000015259,29600,8.3199996948,3.8099999428,91.0599975586,-8317.0,21,0,0,0,15304,0.3635,0.4052
Oakland University,1,MI,22.1900005341,0.0900000036,56986.0,78696.54,80.5100021362,42600,5.7399997711,3.2100000381,91.6999969482,14386.0,21,0,0,0,16113,0.2034,0.206
Olivet College,2,MI,20.3700008392,0.0299999993,57515.0,62696.44,83.5599975586,34100,7.0999999046,3.6500000954,95.9700012207,23415.0,42,0,0,0,1016,0.457,0.0527
Port Huron Cosmetology College,3,MI,26.2600002289,0.200000003,26814.5,79220.2,85.9300003052,NA,5.3400001526,3.1099998951,93.8600006104,NA,21,0,0,0,82,0.4956,0.5732
Kuyper College,2,MI,22.25,0.0900000036,60731.0,68721.86,89.8700027466,29000,4.8299999237,2.7899999619,94.7699966431,31731.0,21,0,0,0,283,0.5949,0.1597
Ross Medical Education Center-Lansing,3,MI,28.8500003815,0.2899999917,19752.0,60892.43,82.7300033569,23000,7.2199997902,3.4100000858,94.6200027466,-3248.0,21,0,0,0,151,0.5514,0.4901
Ross Medical Education Center-Madison Heights,3,MI,29.1499996185,0.25,14208.5,56708.81,61.9099998474,24600,11.4300003052,4.4099998474,85.7099990845,-10391.5,21,0,0,0,270,0.547,0.4444
Ross Medical Education Center-Flint,3,MI,29.0,0.3199999928,17431.5,54076.94,82.0,19900,9.8299999237,4.2600002289,97.4000015259,-2468.5,21,0,0,0,307,0.5808,0.4756
Sacred Heart Major Seminary,2,MI,36.3499984741,0.2199999988,20359.0,73787.59,91.1399993896,NA,4.9299998283,2.6300001144,91.3399963379,NA,11,0,0,0,154,0.1288,0.8144
Saginaw Valley State University,1,MI,22.3899993896,0.1000000015,51643.0,57827.75,88.1999969482,37800,7.7300000191,3.8900001049,97.0400009155,13843.0,41,0,0,0,8687,0.4075,0.174
Schoolcraft College,1,MI,26.8999996185,0.1700000018,23667.0,73165.19,77.7699966431,31000,5.9099998474,3.1800000668,92.7399978638,-7333.0,13,0,0,0,9535,0.3788,0.3604
Siena Heights University,2,MI,26.8999996185,0.2399999946,48925.0,63208.96,82.5500030518,38100,6.9400000572,3.4300000668,95.8600006104,10825.0,32,0,0,0,2325,0.4343,0.4971
St Clair County Community College,1,MI,26.5100002289,0.2300000042,30338.5,59722.58,92.9599990845,29300,7.0399999619,3.7100000381,96.5299987793,1038.5,23,0,0,0,3588,0.3998,0.2847
Southwestern Michigan College,1,MI,26.3400001526,0.2099999934,19434.0,53289.97,84.6399993896,25000,8.6099996567,3.7999999523,95.5800018311,-5566.0,41,0,0,0,2419,0.5328,0.2769
Specs Howard School of Media Arts,3,MI,24.2900009155,0.0700000003,31817.5,64916.66,65.8300018311,27100,9.25,4.2100000381,93.2300033569,4717.5,13,0,0,0,597,0.3772,0.4003
Spring Arbor University,2,MI,28.6100006104,0.3199999928,55009.5,61521.97,87.9000015259,40400,6.6100001335,3.5199999809,96.5699996948,14609.5,23,0,0,0,2860,0.449,0.4562
Michigan Career and Technical Institute,1,MI,25.7900009155,0.0299999993,6438.0,58145.1,81.4800033569,14600,8.3100004196,4.0599999428,96.3300018311,-8162.0,42,0,0,0,200,0.3636,0.09
Finlandia University,2,MI,22.3199996948,0.0900000036,41922.5,47498.69,92.9400024414,26600,8.0399999619,4.25,96.6500015259,15322.5,33,0,0,0,498,0.6462,0.2076
Thomas M Cooley Law Schoo,2,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA,NA
Twin City Beauty College,3,MI,25.9099998474,0.200000003,27295.0,54939.43,83.8000030518,14400,8.3400001526,3.6300001144,95.9000015259,12895.0,23,0,0,0,111,0.652,0.2072
Walsh College of Accountancy and Business Administration,2,MI,26.8899993896,0.2399999946,39217.5,78019.08,84.2300033569,54500,5.2300000191,2.9300000668,90.4499969482,-15282.5,13,0,0,0,967,0.4181,0.6398
Washtenaw Community College,1,MI,26.7000007629,0.1599999964,21402.0,69488.83,75.1800003052,27200,6.7399997711,3.0,91.7799987793,-5798.0,21,0,0,0,10172,0.3743,0.3989
Wayne County Community College District,1,MI,27.9699993134,0.150000006,14289.0,47227.85,30.5,24000,18.5,6.7300000191,94.2300033569,-9711.0,11,0,0,0,13713,0.6541,0.4515
Wayne State University,1,MI,23.4500007629,0.0900000036,30304.5,61912.62,58.0900001526,41500,11.529999733,4.6500000954,91.3000030518,-11195.5,11,0,0,0,17789,0.4804,0.2745
West Shore Community College,1,MI,26.4300003052,0.2399999946,22163.5,47304.92,92.9599990845,24300,8.7899999619,4.25,97.7600021362,-2136.5,42,0,0,0,1167,0.5061,0.3436
Western Michigan University,1,MI,20.3700008392,0.0399999991,74325.0,69141.32,87.4899978638,42700,5.5999999046,3.2200000286,94.4899978638,31625.0,13,0,0,0,18755,0.3969,0.1348
Western Theological Seminary,2,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,NA,NA,NA
Wright Beauty Academy,3,MI,27.8500003815,0.2599999905,12879.0,55748.33,85.8700027466,17300,7.2600002289,3.7899999619,97.1500015259,-4421.0,13,0,0,0,45,0.9559,0.5778
Academy College,3,MN,27.0200004578,0.2099999934,25296.0,68489.76,79.1699981689,38300,7.1900000572,3.0799999237,89.3600006104,-13004.0,13,0,0,0,140,0.5921,0.6779
Alexandria Technical & Community College,1,MN,22.2199993134,0.0799999982,47090.5,53373.03,96.5999984741,35600,6.0,2.7799999714,98.0199966431,11490.5,41,0,0,0,1782,0.3102,0.2576
American Indian OIC Inc,2,MN,33.6500015259,0.1099999994,0.0,44867.51,55.8499984741,NA,18.8099994659,4.9800000191,80.2200012207,NA,11,0,0,0,136,0.4657,0.9265
Anoka Technical College,1,MN,27.1299991608,0.25,41956.0,76462.78,91.6999969482,37200,3.5499999523,2.6099998951,95.5100021362,4756.0,21,0,0,0,1992,0.489,0.5211
Anoka-Ramsey Community College,1,MN,24.0200004578,0.1700000018,47728.0,74988.96,93.7200012207,36500,3.5199999809,2.7000000477,96.2900009155,11228.0,21,0,0,0,6585,0.3353,0.307
Anoka-Ramsey Community College-Cambridge Campus,1,MN,24.0200004578,0.1700000018,47728.0,74988.96,93.7200012207,36500,3.5199999809,2.7000000477,96.2900009155,11228.0,NA,NA,NA,NA,NA,NA,NA
Augsburg College,2,MN,24.3799991608,0.150000006,60818.0,72224.74,87.5999984741,44800,5.0500001907,2.7799999714,92.7799987793,16018.0,11,0,0,0,2661,0.4338,0.3108
Riverland Community College,1,MN,24.5499992371,0.1899999976,36700.0,54434.11,94.4000015259,32000,5.75,2.6099998951,96.2399978638,4700.0,32,0,0,0,2509,0.3757,0.4371
Northwest Technical College,1,MN,26.0400009155,0.1899999976,29770.0,47209.41,81.6699981689,NA,11.5799999237,5.0500001907,97.5999984741,NA,33,0,0,0,795,0.4589,0.5115
Bemidji State University,1,MN,23.0799999237,0.1199999973,53717.0,55158.96,90.0100021362,37300,7.7399997711,3.7300000191,97.0299987793,16417.0,33,0,0,0,4397,0.3557,0.2536
Bethany Lutheran College,2,MN,20.0300006866,0.0399999991,68546.5,62776.68,92.1600036621,34000,5.2100000381,2.7899999619,96.3300018311,34546.5,13,0,0,0,552,0.4064,0.0311
Bethel University,2,MN,22.4899997711,0.1199999973,82520.0,77038.37,91.6100006104,44000,3.8800001144,2.4600000381,94.5800018311,38520.0,21,0,0,0,3178,0.27,0.1991
Bethel Seminary-St Paul,2,MN,22.4899997711,0.1199999973,82520.0,77038.37,91.6100006104,44000,3.8800001144,2.4600000381,94.5800018311,38520.0,21,0,0,0,NA,NA,NA
Central Lakes College-Brainerd,1,MN,23.5699996948,0.1299999952,36067.5,51837.78,95.5199966431,32000,7.4299998283,3.5399999619,97.8499984741,4067.5,33,0,0,0,2601,0.3537,0.2855
Central Lakes College-Staples Campus,1,MN,23.5699996948,0.1299999952,36067.5,51837.78,95.5199966431,32000,7.4299998283,3.5399999619,97.8499984741,4067.5,NA,NA,NA,NA,NA,NA,NA
Carleton College,2,MN,19.3999996185,0.0,91175.5,71070.84,80.6600036621,46100,6.7300000191,3.2300000191,88.8499984741,45075.5,32,0,0,0,2023,0.1231,0.0029
Concordia College at Moorhead,2,MN,19.6800003052,0.0099999998,84068.0,60523.09,93.9499969482,41200,5.7199997902,2.9200000763,96.6100006104,42868.0,22,0,0,0,2464,0.2426,0.0122
Concordia University-Saint Paul,2,MN,26.1800003052,0.2599999905,57993.5,71270.22,85.5,45300,5.4699997902,2.8499999046,92.7699966431,12693.5,11,0,0,0,1927,0.3539,0.4048
Dakota County Technical College,1,MN,27.2600002289,0.2199999988,47605.0,79004.18,90.7200012207,34400,3.5799999237,2.5199999809,94.4199981689,13205.0,41,0,0,0,2641,0.3471,0.5192
Martin Luther College,2,MN,19.8899993896,0.0299999993,63952.0,64939.16,90.4199981689,40400,5.0399999619,2.9600000381,94.9899978638,23552.0,32,0,0,0,729,0.3518,0.0957
Lake Superior College,1,MN,24.6599998474,0.150000006,36916.5,53713.72,93.5299987793,34000,7.7100000381,4.0500001907,97.2099990845,2916.5,13,0,0,0,3990,0.3919,0.378
Cosmetology Careers Unlimited College of Hair Skin and Nails,3,MN,23.2700004578,0.1199999973,31249.0,50030.44,93.0999984741,NA,9.220000267,4.1999998093,97.5599975586,NA,13,0,0,0,33,0.5714,0.3939
Duluth Business University,3,MN,26.9899997711,0.1899999976,18158.0,49253.21,92.6699981689,25500,8.7600002289,4.3000001907,97.4700012207,-7342.0,13,0,0,0,201,0.6964,0.6816
Minnesota State Community and Technical College,1,MN,23.7399997711,0.1299999952,41745.5,50877.25,94.1900024414,32900,7.1900000572,3.2200000286,97.3499984741,8845.5,33,0,0,0,4960,0.4247,0.3198
M State - Detroit Lakes Campus,1,MN,23.7399997711,0.1299999952,41745.5,50877.25,94.1900024414,32900,7.1900000572,3.2200000286,97.3499984741,8845.5,NA,NA,NA,NA,NA,NA,NA
M State - Moorhead Campus,1,MN,23.7399997711,0.1299999952,41745.5,50877.25,94.1900024414,32900,7.1900000572,3.2200000286,97.3499984741,8845.5,NA,NA,NA,NA,NA,NA,NA
M State - Wadena Campus,1,MN,23.7399997711,0.1299999952,41745.5,50877.25,94.1900024414,32900,7.1900000572,3.2200000286,97.3499984741,8845.5,NA,NA,NA,NA,NA,NA,NA
Globe University-Woodbury,3,MN,26.0599994659,0.1700000018,31603.0,72118.14,86.0299987793,31100,5.5799999237,2.7599999905,93.0299987793,503.0,21,0,0,0,845,0.5865,0.6292
Minnesota West Community and Technical College,1,MN,24.1000003815,0.1599999964,39391.5,49873.46,92.0299987793,32400,7.1199998856,2.7699999809,96.1500015259,6991.5,33,0,0,0,2165,0.3755,0.4188
Gustavus Adolphus College,2,MN,19.4400005341,0.0,93107.0,72113.21,91.1100006104,50100,4.5399999619,2.6500000954,94.6299972534,43007.0,31,0,0,0,2439,0.2478,0.0029
Hamline University,2,MN,22.7800006866,0.1099999994,61451.0,70958.04,87.4499969482,46900,5.3000001907,2.7799999714,93.1900024414,14551.0,11,0,0,0,2108,0.3852,0.0615
Hazelden Graduate School of Addiction Studies,2,MN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0,0,0,0,0.0,NA
Hennepin Technical College,1,MN,27.0699996948,0.2099999934,31768.0,76004.8,85.5699996948,33900,4.4699997902,2.5999999046,92.1299972534,-2132.0,21,0,0,0,5750,0.4488,0.6084
Cosmetology Careers Unlimited College of Hair Skin and Nails,3,MN,25.2999992371,0.1299999952,19177.0,48641.91,96.5299987793,NA,7.5399999619,3.3399999142,98.3600006104,NA,33,0,0,0,37,0.6604,0.2162
Hibbing Community College,1,MN,24.6800003052,0.1700000018,27158.0,49031.51,91.6699981689,34600,8.1099996567,3.7400000095,97.1100006104,-7442.0,33,0,0,0,1186,0.588,0.359
Aveda Institute-Minneapolis,3,MN,22.7099990845,0.0700000003,60379.0,71721.99,89.0299987793,27700,5.0300002098,2.7400000095,93.6999969482,32679.0,11,0,0,0,489,0.313,0.2168
Inver Hills Community College,1,MN,24.5400009155,0.1599999964,40885.0,77198.78,88.0199966431,38400,4.2300000191,2.5699999332,93.2200012207,2485.0,21,0,0,0,4915,0.344,0.3957
Itasca Community College,1,MN,23.0,0.1000000015,39720.0,51501.69,92.6500015259,30300,7.9400000572,3.9100000858,97.9899978638,9420.0,33,0,0,0,1076,0.49370000000000003,0.2909
The Art Institutes International-Minnesota,3,MN,23.6599998474,0.0799999982,46258.0,67745.25,85.9199981689,33000,6.0700001717,2.9100000858,92.7200012207,13258.0,11,0,0,0,1161,0.5449,0.3221
Luther Seminary,2,MN,26.4899997711,0.2599999905,10532.0,63225.53,89.0400009155,NA,6.4800000191,2.8499999046,92.5699996948,NA,11,0,0,0,NA,NA,NA
Macalester College,2,MN,19.3799991608,0.0,85439.5,71692.75,83.5800018311,45700,6.0300002098,3.0699999332,90.7200012207,39739.5,11,0,0,0,2029,0.172,0.001
South Central College,1,MN,24.3299999237,0.1700000018,41858.0,59225.31,95.0199966431,32300,5.1900000572,2.9300000668,96.6399993896,9558.0,13,0,0,0,2966,0.4142,0.4117
South Central  College-Faribault,1,MN,24.3299999237,0.1700000018,41858.0,59225.31,95.0199966431,32300,5.1900000572,2.9300000668,96.6399993896,9558.0,NA,NA,NA,NA,NA,NA,NA
Minnesota State University-Mankato,1,MN,20.7999992371,0.0399999991,71852.0,66314.89,92.9599990845,42700,4.75,2.6800000668,95.7300033569,29152.0,13,0,0,0,12542,0.2906,0.1184
Regency Beauty Institute-Blaine,3,MN,22.7000007629,0.1099999994,39984.0,74606.64,90.3700027466,19600,4.0900001526,2.6700000763,94.0400009155,20384.0,21,0,0,0,137,0.6636,0.2555
Mayo Medical School,2,MN,27.5699996948,0.3600000143,43368.0,62262.3,90.1200027466,NA,5.3200001717,2.7400000095,94.0999984741,NA,12,0,0,0,NA,NA,NA
Mayo School of Health Sciences,2,MN,27.5699996948,0.3600000143,43368.0,62262.3,90.1200027466,NA,5.3200001717,2.7400000095,94.0999984741,NA,12,0,0,0,131,0.0833,0.4275
Argosy University-Twin Cities,3,MN,28.5,0.25,36072.0,70553.21,75.0100021362,38200,7.1100001335,3.25,86.5100021362,-2128.0,13,0,0,0,1113,0.4565,0.5321
Mesabi Range Community and Technical College,1,MN,24.9500007629,0.1299999952,26689.5,49941.22,93.8600006104,NA,8.0399999619,3.7000000477,97.5299987793,NA,33,0,0,0,986,0.433,0.2933
Mesabi Range Community and Technical College,1,MN,24.9500007629,0.1299999952,26689.5,49941.22,93.8600006104,NA,8.0399999619,3.7000000477,97.5299987793,NA,NA,NA,NA,NA,NA,NA,NA
Mesabi Range Community and Technical College,1,MN,24.9500007629,0.1299999952,26689.5,49941.22,93.8600006104,NA,8.0399999619,3.7000000477,97.5299987793,NA,33,0,0,0,986,0.433,0.2933
Mesabi Range Community and Technical College,1,MN,24.9500007629,0.1299999952,26689.5,49941.22,93.8600006104,NA,8.0399999619,3.7000000477,97.5299987793,NA,NA,NA,NA,NA,NA,NA,NA
Metropolitan State University,1,MN,27.7399997711,0.2300000042,34503.0,69981.95,81.1200027466,43600,6.6300001144,2.9900000095,90.5100021362,-9097.0,11,0,0,0,7322,0.4156,0.7164
